customer_id,gender,age,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,customer satsifaction score ,escalations,email_open_rate,marketing_click_rate,net promoter score ,survey_response,referral_count,churn
CUST_01446,Male,42,Individual,10,Web,Yearly,19,7,12.51399826,8,0.03,6,10,100,Bank Transfer,1,Yes,No,4,15.98084879,Technical,3,0,0.2,0.22,100,Neutral,1,0
CUST_01447,Female,68,SME,17,Mobile,Quarterly,25,4,13.93965629,3,0.06,28,70,1190,PayPal,0,No,No,0,17.78570845,Technical,3,0,0.87,0.18,0,Satisfied,2,0
CUST_01448,Female,30,SME,56,Web,Quarterly,31,1,19.78043528,5,0.1,2,20,1120,Card,1,No,No,1,31.0262251,Technical,3,1,0.52,0.1,27,Neutral,0,0
CUST_01449,Female,56,SME,16,Web,Monthly,4,0,27.09410056,3,0.19,0,20,320,Card,1,No,Yes,0,21.06973944,Billing,4,0,0.89,0.47,13,Neutral,1,0
CUST_01450,Female,61,SME,21,Mobile,Monthly,18,7,9.477287254,6,0.24,6,70,1470,Card,1,Yes,No,3,28.32469846,Service,5,1,0.35,0.39,84,Neutral,2,0
CUST_01451,Female,52,Enterprise,28,Web,Quarterly,10,0,21.76781225,2,0.16,8,30,840,Card,0,Yes,No,1,30.17569682,None,2,0,0.58,0.08,21,Satisfied,1,0
CUST_01452,Male,72,Individual,8,Web,Quarterly,25,3,13.15019296,5,0.04,7,20,160,Card,0,Yes,No,1,14.6871086,None,3,0,0.31,0.41,13,Unsatisfied,2,0
CUST_01453,Female,40,Enterprise,29,Mobile,Monthly,16,5,14.27361747,4,0.13,10,20,580,Card,1,Yes,No,0,25.65968448,Service,4,0,0.35,0.22,28,Satisfied,1,0
CUST_01454,Male,26,Individual,6,Mobile,Monthly,28,6,16.99105545,5,0.16,4,10,60,Card,0,Yes,No,0,11.44489004,Technical,4,1,0.72,0.46,0,Satisfied,0,0
CUST_01455,Male,19,SME,30,Web,Monthly,6,7,11.83071774,9,-0.13,1,50,1500,PayPal,0,No,No,2,25.66439721,None,4,0,0.89,0.03,-10,Satisfied,1,0
CUST_01456,Male,71,Individual,2,Mobile,Monthly,15,3,12.48924292,6,-0.33,3,10,20,Card,0,Yes,Yes,2,36.89040175,Technical,5,1,0.28,0.15,22,Satisfied,1,1
CUST_01457,Female,58,SME,55,Mobile,Quarterly,40,0,28.0978217,1,-0.24,0,20,1100,Bank Transfer,0,No,Yes,2,16.68981374,Service,3,0,0.78,0.2,7,Satisfied,2,0
CUST_01458,Female,61,Individual,58,Mobile,Monthly,17,6,15.59022226,8,-0.01,0,50,2900,Card,1,No,No,1,16.59179931,Billing,3,0,0.61,0.14,-48,Satisfied,1,0
CUST_01459,Female,48,SME,47,Referral,Monthly,30,1,18.47002432,8,0.06,4,20,940,Card,0,No,No,1,28.32581918,Technical,5,0,0.58,0.04,68,Satisfied,0,0
CUST_01460,Male,61,Enterprise,31,Mobile,Quarterly,9,6,27.73891699,5,-0.13,22,30,930,Card,0,Yes,No,4,35.2463109,None,5,0,0.26,0.02,-4,Satisfied,1,0
CUST_01461,Male,64,SME,25,Mobile,Monthly,5,7,27.5222392,5,0.08,6,70,1750,Bank Transfer,0,No,No,1,17.32622639,None,5,0,0.19,0.41,36,Neutral,0,0
CUST_01462,Male,19,SME,23,Mobile,Quarterly,34,1,13.76524584,3,0.04,1,50,1150,Bank Transfer,0,No,No,3,39.10248964,Technical,2,0,0.65,0.37,34,Neutral,1,0
CUST_01463,Male,49,Individual,43,Mobile,Yearly,28,5,9.570018665,9,-0.06,4,20,860,Card,1,Yes,No,1,39.27495245,Billing,3,0,0.45,0.08,39,Satisfied,2,0
CUST_01464,Male,35,Individual,21,Web,Monthly,15,6,7.479942939,4,0.13,38,30,630,Card,0,No,No,2,25.51068225,Billing,4,0,0.68,0.36,-15,Satisfied,2,0
CUST_01465,Male,30,Enterprise,16,Web,Quarterly,36,3,6.763452395,5,-0.19,0,20,320,Card,0,No,No,2,23.93306115,Technical,4,0,0.69,0.09,-40,Satisfied,1,0
CUST_01466,Female,63,SME,4,Mobile,Monthly,13,2,12.00757602,5,0.04,9,30,120,Card,0,No,Yes,3,25.39638769,Technical,2,0,0.66,0.2,-49,Neutral,0,1
CUST_01467,Female,22,Individual,43,Web,Monthly,11,4,7.287843885,1,0.25,9,70,3010,Card,1,Yes,No,1,40.68374397,None,2,0,0.77,0.22,5,Satisfied,3,0
CUST_01468,Female,59,Individual,46,Web,Quarterly,20,3,14.55213343,6,-0.01,21,30,1380,Card,2,No,No,0,27.32410696,Technical,4,0,0.82,0.21,46,Satisfied,1,0
CUST_01469,Female,61,Individual,8,Mobile,Quarterly,17,1,9.983567191,10,0.14,5,10,80,PayPal,0,Yes,No,2,25.80516459,Billing,3,1,0.68,0.26,50,Unsatisfied,4,0
CUST_01470,Male,27,Individual,6,Web,Quarterly,8,6,12.64171747,5,0.13,5,50,300,PayPal,0,Yes,No,5,29.32768939,Technical,4,0,0.15,0.09,56,Neutral,0,0
CUST_01471,Male,73,Individual,53,Mobile,Yearly,18,0,14.30190719,3,-0.03,34,50,2650,Bank Transfer,0,No,Yes,0,24.54728079,None,4,0,0.7,0.39,5,Satisfied,1,0
CUST_01472,Female,60,Individual,55,Web,Monthly,22,1,12.76229933,6,-0.19,0,10,550,Card,1,Yes,No,5,12.14652882,Technical,5,0,0.45,0.04,55,Satisfied,3,0
CUST_01473,Male,42,Individual,27,Web,Quarterly,28,0,7.637515853,8,-0.07,9,30,810,Card,0,No,No,1,25.77905524,Service,3,0,0.79,0.12,40,Unsatisfied,1,0
CUST_01474,Female,51,Individual,51,Web,Quarterly,46,3,17.48617819,8,0.07,12,70,3570,PayPal,2,Yes,No,3,20.87169258,Technical,2,0,0.68,0.15,-14,Neutral,1,0
CUST_01475,Female,54,Individual,57,Web,Monthly,32,4,23.61479631,6,0.18,0,70,3990,PayPal,0,No,No,1,31.9932229,Technical,2,0,0.83,0.12,95,Neutral,0,1
CUST_01476,Female,47,Individual,36,Web,Yearly,9,5,23.44735216,4,-0.22,12,100,3600,Card,1,No,No,1,34.58215131,Technical,2,0,0.72,0.11,-23,Neutral,2,0
CUST_01477,Male,24,Individual,36,Web,Monthly,47,4,21.00115601,5,-0.1,10,50,1800,Card,1,No,Yes,2,11.75792743,Billing,5,0,0.74,0.38,25,Unsatisfied,1,1
CUST_01478,Female,23,Enterprise,24,Web,Quarterly,20,6,13.0940595,2,0.02,0,100,2400,Card,1,Yes,No,0,30.49932223,Technical,3,0,0.18,0.44,-16,Neutral,2,0
CUST_01479,Female,71,Individual,6,Mobile,Quarterly,23,3,10.57788265,5,-0.11,18,10,60,Card,1,No,No,2,13.11895748,Billing,4,1,0.23,0.48,-27,Unsatisfied,1,0
CUST_01480,Female,72,SME,43,Web,Quarterly,13,4,19.93852058,9,0.24,10,20,860,PayPal,1,Yes,Yes,0,12.92839413,None,3,0,0.26,0.47,2,Satisfied,0,0
CUST_01481,Male,20,Enterprise,33,Mobile,Monthly,19,4,17.28978274,4,0,26,30,990,Card,0,Yes,No,1,34.2560028,None,5,0,0.15,0.1,57,Neutral,1,0
CUST_01482,Male,30,Individual,2,Mobile,Monthly,19,5,19.93837864,7,0.06,9,20,40,Bank Transfer,0,Yes,No,0,15.42681968,Technical,3,0,0.18,0.3,-23,Satisfied,0,0
CUST_01483,Female,20,Individual,41,Web,Monthly,26,2,27.92827677,3,-0.11,5,10,410,Bank Transfer,1,Yes,No,2,37.12407771,Technical,3,0,0.31,0.25,8,Satisfied,1,0
CUST_01484,Male,43,Individual,16,Web,Quarterly,29,2,14.84486907,6,0.13,9,10,160,Card,2,No,Yes,1,25.30458685,Billing,4,0,0.69,0.5,-75,Neutral,1,0
CUST_01485,Male,74,Individual,38,Web,Monthly,16,6,9.7020756,2,-0.12,19,20,760,PayPal,0,No,No,1,7.739688465,None,4,0,0.22,0.2,36,Satisfied,0,0
CUST_01486,Male,41,Individual,55,Referral,Quarterly,31,2,11.29991278,3,0.09,5,50,2750,Card,0,No,No,0,25.73427012,Technical,3,0,0.56,0.41,29,Neutral,2,0
CUST_01487,Male,70,Individual,59,Referral,Monthly,14,0,15.98315632,4,0.26,5,70,4130,Card,0,Yes,No,0,25.15939238,Billing,3,1,0.32,0.03,-38,Satisfied,3,0
CUST_01488,Male,23,SME,9,Web,Monthly,31,2,10.99859657,7,0.14,1,70,630,Card,2,No,No,2,28.4923009,Service,4,0,0.14,0.14,64,Satisfied,2,0
CUST_01489,Male,60,Individual,51,Mobile,Monthly,13,3,20.22752473,3,0.05,8,20,1020,Card,1,No,No,1,20.65458379,Technical,4,0,0.79,0.36,-46,Unsatisfied,1,0
CUST_01490,Male,66,Enterprise,5,Referral,Quarterly,8,6,19.90623674,1,-0.1,5,50,250,Bank Transfer,1,Yes,No,3,27.71591799,Technical,4,1,0.34,0.14,52,Unsatisfied,1,0
CUST_01491,Male,59,Individual,53,Mobile,Quarterly,17,5,24.02452837,8,-0.09,4,20,1060,PayPal,2,No,No,1,11.40215355,Service,3,0,0.69,0.31,25,Neutral,1,0
CUST_01492,Male,29,Enterprise,10,Web,Monthly,17,2,24.07791861,4,0.09,0,30,300,Card,0,Yes,No,2,4.978489401,None,3,1,0.5,0.38,100,Satisfied,3,0
CUST_01493,Male,66,Individual,30,Web,Monthly,10,5,1,8,0.04,9,50,1500,PayPal,1,Yes,No,0,8.084957071,Billing,3,0,0.13,0.13,6,Unsatisfied,4,0
CUST_01494,Female,53,Individual,7,Web,Yearly,16,3,9.505469052,5,0.16,0,20,140,Card,1,Yes,No,1,17.61894011,None,4,0,0.65,0.21,19,Neutral,0,0
CUST_01495,Female,19,Individual,29,Mobile,Monthly,14,2,15.76415722,1,0.01,0,20,580,Bank Transfer,1,Yes,No,1,13.66948946,Service,5,0,0.53,0.11,66,Satisfied,2,0
CUST_01496,Male,28,Enterprise,2,Mobile,Quarterly,20,7,7.161571733,8,0.1,0,30,60,Card,0,No,No,3,12.74061931,Billing,4,0,0.29,0.28,74,Satisfied,1,1
CUST_01497,Female,56,Individual,20,Mobile,Quarterly,25,4,14.59847172,4,0.04,3,20,400,Card,1,No,Yes,1,20.16843043,Service,4,0,0.47,0.13,61,Satisfied,0,0
CUST_01498,Female,51,SME,59,Web,Monthly,19,2,9.584016856,4,0.12,7,70,4130,Bank Transfer,0,Yes,No,1,20.89902174,Technical,3,0,0.21,0.21,-22,Unsatisfied,1,0
CUST_01499,Male,43,SME,4,Referral,Quarterly,10,3,12.10144635,6,-0.03,9,10,40,Card,0,No,No,1,16.79517176,Technical,3,0,0.38,0.21,52,Satisfied,0,1
CUST_01500,Male,35,SME,28,Referral,Yearly,16,3,26.71356735,7,-0.2,4,100,2800,Card,0,No,No,0,26.55658608,Service,3,0,0.37,0.27,23,Neutral,3,1
CUST_01501,Male,38,Individual,8,Web,Yearly,29,5,23.6151867,3,0.17,11,70,560,Card,0,No,No,1,26.71263041,None,2,0,0.77,0.18,46,Neutral,1,0
CUST_01502,Female,53,Enterprise,58,Web,Quarterly,13,3,15.20852775,11,0,15,20,1160,PayPal,1,No,No,0,9.415324119,Billing,4,0,0.36,0.39,92,Satisfied,0,0
CUST_01503,Female,57,SME,35,Mobile,Quarterly,10,7,8.853571024,11,0.22,9,50,1750,PayPal,1,No,No,0,32.40093197,Billing,3,0,0.43,0.25,75,Neutral,1,0
CUST_01504,Male,69,Individual,2,Web,Monthly,4,2,17.4193058,8,0.04,4,10,20,Card,0,No,No,3,11.81518671,Technical,5,0,0.89,0.07,35,Neutral,0,1
CUST_01505,Male,63,Individual,41,Web,Monthly,13,0,1,3,0.02,0,70,2870,PayPal,0,Yes,No,0,1,Service,4,0,0.15,0.41,22,Satisfied,2,0
CUST_01506,Male,61,Enterprise,28,Web,Monthly,28,3,19.74630206,5,0.22,27,50,1400,PayPal,0,Yes,No,1,22.37828642,Technical,3,0,0.4,0.08,9,Satisfied,2,0
CUST_01507,Female,39,Enterprise,11,Referral,Yearly,12,7,19.09010183,2,-0.08,38,30,330,Card,0,No,Yes,3,21.76300816,Billing,4,1,0.23,0.05,0,Neutral,0,0
CUST_01508,Female,70,Individual,36,Referral,Monthly,19,5,6.896361388,3,-0.05,1,20,720,Card,1,No,No,3,30.577348,Service,4,0,0.39,0.43,-21,Unsatisfied,3,0
CUST_01509,Female,47,SME,9,Web,Monthly,15,0,24.49881613,8,0.09,5,10,90,Card,0,No,Yes,3,35.32746321,Technical,4,0,0.75,0.38,28,Unsatisfied,2,0
CUST_01510,Female,67,Individual,38,Referral,Monthly,14,7,10.96686823,5,-0.11,2,50,1900,Bank Transfer,0,No,No,1,20.47952048,None,4,1,0.39,0.12,9,Unsatisfied,1,0
CUST_01511,Male,60,Individual,1,Mobile,Monthly,33,6,8.724807226,4,0.29,7,50,50,Card,0,No,Yes,0,10.31990494,Billing,4,0,0.69,0.17,-29,Satisfied,1,1
CUST_01512,Male,47,Individual,27,Web,Monthly,18,2,16.37161894,7,-0.03,6,30,810,Card,0,No,No,3,12.50780525,Service,1,0,0.63,0.4,85,Unsatisfied,0,0
CUST_01513,Male,25,Individual,3,Referral,Monthly,7,5,5.911972358,8,-0.01,2,20,60,Card,1,No,No,2,11.28346966,Technical,4,1,0.46,0.49,72,Neutral,0,0
CUST_01514,Male,51,SME,39,Mobile,Monthly,4,0,9.090861982,8,0.22,23,10,390,Card,0,Yes,No,1,13.06070867,Technical,5,1,0.47,0.34,7,Satisfied,0,0
CUST_01515,Female,74,Individual,9,Referral,Quarterly,9,0,17.5925034,4,0.03,22,10,90,Card,1,Yes,No,2,36.48236691,Technical,4,0,0.79,0.39,22,Satisfied,0,0
CUST_01516,Female,64,Individual,40,Web,Quarterly,8,3,11.97738729,9,-0.1,11,10,400,PayPal,0,Yes,No,0,35.77352369,Technical,5,0,0.26,0.1,25,Neutral,2,0
CUST_01517,Male,26,Individual,28,Mobile,Monthly,28,5,25.02300085,3,0.17,12,10,280,Card,1,No,No,2,16.65377627,Technical,4,0,0.46,0.49,-22,Neutral,0,0
CUST_01518,Male,68,Individual,21,Web,Quarterly,17,2,4.250226996,5,0.15,4,20,420,Bank Transfer,0,No,No,0,26.95253502,Service,3,0,0.54,0.32,-11,Unsatisfied,0,0
CUST_01519,Female,37,Enterprise,28,Web,Quarterly,20,3,15.80299404,5,-0.15,4,50,1400,Card,0,Yes,No,0,32.04670333,None,3,0,0.14,0.34,-23,Satisfied,2,0
CUST_01520,Male,57,SME,45,Mobile,Monthly,17,6,22.1327047,5,-0.08,6,20,900,Card,0,No,No,0,11.7438478,Technical,4,0,0.31,0.44,15,Satisfied,1,0
CUST_01521,Female,42,Individual,24,Referral,Monthly,17,4,20.68627787,1,-0.13,10,100,2400,PayPal,0,No,No,1,21.14653642,Billing,4,0,0.41,0.37,18,Neutral,1,0
CUST_01522,Male,36,Enterprise,18,Mobile,Yearly,29,1,10.26765351,1,-0.54,5,10,180,PayPal,0,No,No,1,27.36177919,Service,3,0,0.48,0.16,4,Unsatisfied,1,0
CUST_01523,Male,22,Individual,51,Web,Quarterly,30,0,27.89827145,1,0.34,3,70,3570,Card,0,No,No,1,30.97436727,Billing,3,1,0.17,0.19,-44,Unsatisfied,0,0
CUST_01524,Male,28,SME,56,Web,Monthly,37,6,2.019161196,6,-0.19,20,20,1120,Bank Transfer,1,No,No,0,12.97853356,Service,3,0,0.19,0.01,66,Satisfied,1,0
CUST_01525,Male,32,Enterprise,9,Referral,Monthly,11,2,14.82587133,3,-0.1,3,20,180,Card,0,No,No,1,34.00680796,Technical,4,0,0.81,0.38,6,Neutral,0,0
CUST_01526,Male,25,Individual,26,Web,Quarterly,16,0,21.52824554,6,0.09,9,20,520,PayPal,0,No,No,3,12.35671466,Technical,3,0,0.73,0.37,15,Satisfied,2,0
CUST_01527,Male,36,SME,24,Web,Quarterly,21,6,23.59275933,5,0.07,12,30,720,Bank Transfer,1,No,No,0,18.25083282,None,4,0,0.25,0.21,14,Neutral,1,0
CUST_01528,Male,40,Individual,52,Referral,Yearly,35,7,8.753417283,9,0.12,9,50,2600,Card,2,No,No,1,30.76184378,None,4,0,0.28,0.13,-30,Satisfied,0,1
CUST_01529,Female,44,Individual,6,Referral,Monthly,13,7,16.07410118,8,0.06,13,10,60,PayPal,0,No,No,2,10.93192856,None,4,0,0.64,0.35,-26,Neutral,0,0
CUST_01530,Female,57,Individual,59,Mobile,Monthly,29,2,20.62087633,3,0.25,2,20,1180,PayPal,1,No,No,3,3.925476584,Technical,3,0,0.17,0.21,3,Satisfied,1,0
CUST_01531,Female,49,Enterprise,53,Web,Quarterly,13,7,13.84769808,4,-0.07,4,50,2650,Card,2,No,No,3,29.80565423,Service,3,0,0.18,0.27,67,Unsatisfied,0,0
CUST_01532,Female,43,Individual,12,Web,Monthly,29,7,6.685148254,8,0.28,8,10,120,Card,0,Yes,No,2,27.76552183,None,3,0,0.36,0.23,-41,Satisfied,0,0
CUST_01533,Female,44,Enterprise,36,Mobile,Monthly,20,3,3.004058339,12,-0.04,20,30,1080,Card,1,Yes,No,1,20.79406855,Technical,4,0,0.48,0.11,74,Unsatisfied,1,0
CUST_01534,Male,36,Enterprise,9,Referral,Monthly,9,7,10.43832099,9,-0.17,34,20,180,PayPal,1,No,No,1,16.87679322,Technical,3,0,0.27,0.31,-5,Neutral,0,1
CUST_01535,Male,67,Individual,10,Referral,Monthly,18,1,11.14822659,3,-0.04,19,10,100,PayPal,1,No,No,3,28.84212985,None,4,0,0.54,0.16,50,Satisfied,0,0
CUST_01536,Female,59,Individual,3,Mobile,Yearly,26,1,9.704116696,8,0.1,1,100,300,Card,1,Yes,No,0,48.62791055,Billing,5,0,0.39,0.45,-3,Neutral,0,0
CUST_01537,Male,46,SME,49,Referral,Quarterly,0,1,28.05720796,5,0.21,0,50,2450,Card,0,No,No,1,34.26035886,Technical,5,0,0.75,0.47,34,Satisfied,2,0
CUST_01538,Female,56,Individual,29,Web,Monthly,29,6,18.90425823,6,0.12,3,10,290,PayPal,0,Yes,Yes,1,33.25241699,Service,3,0,0.23,0.42,-48,Unsatisfied,0,0
CUST_01539,Female,58,Individual,7,Web,Quarterly,5,7,13.00322107,4,-0.16,5,30,210,Card,0,No,No,1,27.15721978,Technical,3,0,0.18,0.17,16,Unsatisfied,1,0
CUST_01540,Male,50,Enterprise,26,Web,Quarterly,17,1,13.45674778,8,-0.11,1,50,1300,Card,1,No,No,2,9.299837493,Service,4,1,0.28,0.32,21,Neutral,0,0
CUST_01541,Male,36,SME,8,Referral,Yearly,18,0,13.87761634,6,-0.06,11,100,800,Card,1,Yes,No,1,16.38470983,Technical,4,0,0.15,0.07,33,Unsatisfied,0,0
CUST_01542,Male,54,Individual,43,Web,Yearly,0,7,19.17025263,3,0.06,23,30,1290,PayPal,1,No,No,0,25.80514336,Service,5,2,0.48,0.06,12,Satisfied,1,0
CUST_01543,Female,36,SME,13,Web,Monthly,13,2,7.455683504,5,0.17,5,70,910,Card,1,No,No,0,22.06914075,Billing,4,0,0.45,0.11,68,Satisfied,3,0
CUST_01544,Male,50,Individual,35,Referral,Yearly,24,7,8.308735379,4,0.04,45,50,1750,PayPal,2,No,No,1,33.39329023,Billing,5,0,0.52,0.36,40,Neutral,0,0
CUST_01545,Female,64,Individual,19,Web,Monthly,38,4,14.82104212,6,-0.22,3,10,190,Bank Transfer,1,No,No,1,31.03815067,Technical,3,0,0.62,0.35,-39,Neutral,1,0
CUST_01546,Female,33,Enterprise,46,Web,Monthly,28,2,1,3,0.22,5,50,2300,Card,1,No,No,1,38.56385548,Billing,3,0,0.35,0.34,-16,Satisfied,0,0
CUST_01547,Female,40,SME,22,Mobile,Monthly,29,0,9.34779232,7,-0.07,0,50,1100,Bank Transfer,1,Yes,No,1,13.49526873,Service,1,0,0.32,0.02,38,Neutral,2,1
CUST_01548,Male,24,Individual,16,Mobile,Monthly,0,5,21.28245793,8,0.21,12,20,320,PayPal,0,Yes,No,1,47.65733415,Billing,4,0,0.61,0.35,1,Satisfied,1,0
CUST_01549,Male,43,Individual,15,Web,Yearly,16,3,20.51795826,3,-0.03,0,70,1050,Card,1,No,No,0,20.44446895,Service,1,2,0.76,0.41,27,Satisfied,0,0
CUST_01550,Female,49,SME,2,Referral,Quarterly,38,6,3.737889698,1,-0.01,5,20,40,Card,1,No,No,0,39.43968967,None,5,0,0.55,0.29,33,Unsatisfied,0,0
CUST_01551,Male,29,Individual,38,Web,Quarterly,29,6,14.22605349,7,0.07,2,50,1900,Card,1,No,No,0,16.52794265,Technical,5,0,0.38,0.17,-24,Satisfied,0,0
CUST_01552,Male,25,Individual,21,Referral,Yearly,14,4,5.740205524,2,0.16,9,50,1050,PayPal,2,Yes,No,0,29.58205647,None,3,0,0.16,0.09,65,Unsatisfied,1,1
CUST_01553,Male,22,Individual,30,Mobile,Monthly,21,6,9.655612526,6,0.35,2,20,600,Card,0,No,Yes,1,47.27594441,Technical,4,0,0.58,0.27,73,Satisfied,3,0
CUST_01554,Female,59,SME,7,Web,Monthly,29,4,10.59341557,3,-0.04,8,20,140,Card,1,No,No,1,14.18173586,Technical,4,1,0.79,0.43,-6,Satisfied,2,0
CUST_01555,Female,45,Individual,31,Referral,Quarterly,29,5,19.58481336,4,-0.01,0,70,2170,PayPal,0,No,No,1,33.49288448,Technical,3,1,0.24,0.35,10,Neutral,0,0
CUST_01556,Male,70,Individual,41,Web,Yearly,18,4,21.54449531,4,-0.11,0,30,1230,Card,0,No,No,3,30.77993587,Service,4,0,0.64,0.04,84,Unsatisfied,2,0
CUST_01557,Female,22,Individual,41,Web,Yearly,17,0,11.40935694,2,-0.11,21,10,410,Card,0,Yes,No,0,22.0212583,Service,3,0,0.52,0.28,-53,Neutral,2,0
CUST_01558,Male,66,Individual,49,Referral,Monthly,24,6,4.409749703,3,-0.01,15,20,980,PayPal,0,No,No,1,32.170098,Service,2,0,0.51,0.03,-74,Unsatisfied,0,1
CUST_01559,Male,43,Individual,55,Web,Yearly,29,1,2.355154247,6,0.17,34,10,550,Card,1,No,No,1,22.88614652,Technical,4,0,0.23,0.22,17,Satisfied,1,0
CUST_01560,Male,22,Individual,35,Web,Yearly,16,5,22.89817165,1,-0.07,2,10,350,PayPal,0,No,Yes,1,32.78568258,Technical,3,1,0.45,0.36,22,Unsatisfied,3,0
CUST_01561,Male,39,Individual,4,Web,Monthly,1,1,12.98778608,5,0.17,3,30,120,PayPal,0,No,Yes,2,26.48575863,None,5,1,0.71,0.03,47,Satisfied,1,0
CUST_01562,Female,32,SME,34,Web,Quarterly,19,1,13.4715034,5,-0.04,63,50,1700,PayPal,0,Yes,No,1,27.96536042,Technical,4,0,0.25,0.48,47,Neutral,1,0
CUST_01563,Female,30,Individual,1,Referral,Monthly,7,6,6.906994977,5,0.19,11,70,70,PayPal,0,No,No,1,27.31741084,Technical,3,0,0.86,0.2,-30,Satisfied,0,0
CUST_01564,Female,45,Individual,10,Referral,Monthly,39,6,21.3751026,4,-0.35,3,10,100,PayPal,0,No,No,0,11.57659222,Billing,3,0,0.4,0.35,77,Unsatisfied,0,0
CUST_01565,Male,50,Enterprise,30,Web,Yearly,10,2,19.21710228,5,-0.08,2,20,600,PayPal,0,No,No,0,13.488247,Service,5,0,0.23,0.2,-66,Neutral,2,0
CUST_01566,Male,60,SME,32,Web,Quarterly,18,1,11.9280066,4,0.17,18,30,960,Bank Transfer,0,Yes,No,2,13.42565992,Billing,5,0,0.51,0.15,-50,Satisfied,0,0
CUST_01567,Male,40,SME,3,Mobile,Quarterly,12,4,8.433853518,1,0.09,5,50,150,Card,1,Yes,No,2,12.01489723,Technical,2,0,0.85,0.4,48,Unsatisfied,0,1
CUST_01568,Female,50,Individual,10,Web,Yearly,14,1,16.21441484,1,0,0,30,300,PayPal,0,Yes,No,2,19.85910421,Billing,2,1,0.8,0.15,-26,Satisfied,1,0
CUST_01569,Male,60,Individual,9,Web,Monthly,28,5,1.957146049,3,0.07,4,20,180,Card,2,No,No,1,5.982083927,Technical,4,0,0.82,0.17,73,Satisfied,0,1
CUST_01570,Female,35,SME,17,Web,Monthly,30,5,18.36214866,3,0.09,1,20,340,Bank Transfer,0,Yes,Yes,0,26.20767129,Service,3,1,0.59,0.37,24,Satisfied,2,0
CUST_01571,Female,67,SME,47,Web,Monthly,26,4,12.80884048,7,0.01,0,50,2350,Bank Transfer,0,Yes,No,1,15.59119573,Technical,3,0,0.47,0.16,24,Neutral,0,0
CUST_01572,Female,70,Individual,3,Mobile,Quarterly,29,7,16.22966581,4,-0.02,21,10,30,Card,1,Yes,No,3,27.00605638,Service,3,0,0.72,0.2,11,Satisfied,1,0
CUST_01573,Female,47,Individual,27,Referral,Yearly,14,4,14.69228577,6,0.16,11,30,810,Card,0,No,No,2,25.87352943,Technical,3,0,0.77,0.23,25,Neutral,1,0
CUST_01574,Female,43,Enterprise,53,Mobile,Quarterly,9,7,20.8992826,6,0.15,11,30,1590,Card,0,Yes,No,1,14.98247229,Service,4,0,0.2,0.22,98,Satisfied,0,0
CUST_01575,Female,33,Individual,35,Mobile,Yearly,12,2,21.34473165,7,0.18,9,30,1050,Card,0,Yes,Yes,2,26.02878509,Service,4,1,0.65,0.13,13,Neutral,2,0
CUST_01576,Male,30,Individual,4,Web,Quarterly,24,7,22.26309449,4,0.34,12,10,40,PayPal,0,No,No,1,16.44727687,Service,4,0,0.46,0.03,13,Satisfied,1,0
CUST_01577,Male,56,Individual,4,Referral,Quarterly,32,5,15.67829147,4,0.07,29,10,40,Card,0,No,No,1,46.2678582,Service,5,0,0.26,0.07,61,Satisfied,1,0
CUST_01578,Female,50,SME,49,Referral,Quarterly,7,1,14.42582593,5,0.34,0,30,1470,PayPal,0,Yes,No,1,12.53823288,Billing,3,0,0.67,0.5,39,Satisfied,1,0
CUST_01579,Female,43,SME,32,Referral,Yearly,16,3,10.24847759,2,0.26,0,50,1600,Card,3,No,Yes,1,31.01309643,Service,4,0,0.7,0.04,7,Satisfied,0,1
CUST_01580,Male,65,SME,38,Web,Monthly,17,1,10.89546975,2,0.27,8,50,1900,Card,0,No,No,0,32.08045985,None,2,0,0.61,0.34,10,Neutral,2,1
CUST_01581,Female,18,Individual,11,Mobile,Monthly,12,3,17.44228873,3,0.09,5,30,330,Card,0,No,No,3,31.83006503,Technical,3,0,0.76,0.25,6,Satisfied,2,0
CUST_01582,Female,66,Individual,44,Mobile,Monthly,25,5,15.10404236,2,0.17,0,20,880,PayPal,0,Yes,No,0,48.19021564,Technical,4,0,0.34,0.05,-35,Unsatisfied,0,0
CUST_01583,Male,55,Individual,55,Web,Yearly,29,2,23.50550418,4,0.28,31,20,1100,Card,1,No,No,2,25.50735795,Technical,5,0,0.14,0.33,22,Satisfied,1,0
CUST_01584,Female,19,SME,39,Referral,Yearly,44,0,13.35039717,8,-0.14,14,10,390,PayPal,1,No,No,1,24.5666636,None,4,0,0.22,0.3,-76,Unsatisfied,1,0
CUST_01585,Female,66,SME,45,Web,Monthly,39,2,4.923797705,8,0.02,6,70,3150,Bank Transfer,2,No,No,3,31.07368067,Service,3,0,0.27,0.04,59,Unsatisfied,1,0
CUST_01586,Female,23,Enterprise,6,Web,Yearly,27,2,16.02507168,5,0.06,31,100,600,Card,0,Yes,No,2,52.13477533,None,4,1,0.69,0.21,34,Satisfied,0,0
CUST_01587,Male,63,Individual,55,Web,Quarterly,15,3,21.48423221,3,0.2,14,10,550,Card,0,No,No,2,37.78807165,Billing,4,0,0.36,0.31,-1,Neutral,1,0
